ReporterName	ReporterDatabaseEntry
205964_PM_at	NM_024106
205965_PM_at	NM_006399
205966_PM_at	NM_005645
205967_PM_at	NM_003542
205968_PM_at	NM_002252
205969_PM_at	NM_001086
205970_PM_at	NM_005954
205971_PM_s_at	NM_001906
205972_PM_at	NM_006841
205973_PM_at	NM_022549
205974_PM_at	AI168371
205975_PM_s_at	NM_024501
205976_PM_at	NM_014929
205977_PM_s_at	NM_005232
205978_PM_at	NM_004795
205979_PM_at	NM_002407
205980_PM_s_at	NM_015366
205981_PM_s_at	NM_001564
205982_PM_x_at	NM_003018
205983_PM_at	NM_004413
205984_PM_at	NM_001882
205985_PM_x_at	NM_000085
205986_PM_at	NM_004920
205987_PM_at	NM_001765
205988_PM_at	NM_003874
205989_PM_s_at	NM_002433
205990_PM_s_at	NM_003392
205991_PM_s_at	NM_006902
205992_PM_s_at	NM_000585
205993_PM_s_at	NM_005994
205994_PM_at	NM_001973
205995_PM_x_at	NM_014642
205996_PM_s_at	NM_013411
205997_PM_at	NM_021778
205998_PM_x_at	NM_017460
205999_PM_x_at	AF182273
206000_PM_at	NM_005588
206001_PM_at	NM_000905
206002_PM_at	NM_005756
206003_PM_at	NM_014645
206004_PM_at	NM_003245
206005_PM_s_at	AK023613
206006_PM_s_at	NM_014895
206007_PM_at	NM_005807
206008_PM_at	NM_000359
206009_PM_at	NM_002207
206010_PM_at	NM_004132
206011_PM_at	AI719655
206012_PM_at	NM_003240
206013_PM_s_at	NM_016188
206014_PM_at	NM_016188
206015_PM_s_at	NM_014947
206016_PM_at	NM_014008
206017_PM_at	NM_014809
206018_PM_at	NM_005249
206019_PM_at	NM_014852
206020_PM_at	NM_016387
206021_PM_at	NM_022050
206022_PM_at	NM_000266
206023_PM_at	NM_006681
206024_PM_at	NM_002150
206025_PM_s_at	AW188198
206026_PM_s_at	NM_007115
206027_PM_at	NM_002960
206028_PM_s_at	NM_006343
206029_PM_at	NM_014391
206030_PM_at	NM_000049
206031_PM_s_at	NM_003481
206032_PM_at	AI797281
206033_PM_s_at	NM_001941
206034_PM_at	NM_002640
206035_PM_at	NM_002908
206036_PM_s_at	NM_002908
206037_PM_at	NM_004059
206038_PM_s_at	NM_003298
206039_PM_at	NM_004794
206040_PM_s_at	NM_002751
206042_PM_x_at	NM_022804
206043_PM_s_at	NM_014861
206044_PM_s_at	NM_004333
206045_PM_s_at	NM_003787
206046_PM_at	NM_003812
206047_PM_at	NM_002075
206048_PM_at	NM_021220
206049_PM_at	NM_003005
206050_PM_s_at	NM_002939
206051_PM_at	NM_021952
206052_PM_s_at	NM_006527
206053_PM_at	NM_014930
206054_PM_at	NM_000893
206055_PM_s_at	NM_003090
206056_PM_x_at	X52075
206057_PM_x_at	NM_003123
206058_PM_at	U27699
206059_PM_at	NM_003430
206060_PM_s_at	NM_015967
206061_PM_s_at	NM_030621
206062_PM_at	L36861
206063_PM_x_at	BF001594
206064_PM_s_at	NM_014337
206065_PM_s_at	NM_001385
206066_PM_s_at	NM_002876
206067_PM_s_at	NM_024426
206068_PM_s_at	AI367275
206069_PM_s_at	NM_001608
206070_PM_s_at	AF213459
206071_PM_s_at	NM_005233
206072_PM_at	NM_003353
206073_PM_at	AF057036
206074_PM_s_at	NM_002131
206075_PM_s_at	NM_001895
206076_PM_at	NM_006992
206077_PM_at	NM_000420
206078_PM_at	NM_007064
206079_PM_at	NM_001821
206080_PM_at	NM_014638
206081_PM_at	NM_004727
206082_PM_at	NM_006674
206083_PM_at	NM_001702
206084_PM_at	NM_002849
206085_PM_s_at	NM_001902
206086_PM_x_at	AF115265
206087_PM_x_at	NM_000410
206088_PM_at	NM_014834
206089_PM_at	NM_006157
206090_PM_s_at	NM_018662
206091_PM_at	NM_002381
206092_PM_x_at	NM_016434
206093_PM_x_at	NM_007116
206094_PM_x_at	NM_001072
206095_PM_s_at	NM_006625
206096_PM_at	AI809774
206097_PM_at	NM_007105
206098_PM_at	NM_006626
206099_PM_at	NM_006255
206100_PM_at	NM_001874
206101_PM_at	NM_001393
206102_PM_at	NM_021067
206103_PM_at	NM_005052
206104_PM_at	NM_002202
206105_PM_at	NM_002025
206106_PM_at	AL022328
206107_PM_at	NM_003834
206108_PM_s_at	NM_006275
206109_PM_at	NM_000148
206110_PM_at	NM_003536
206111_PM_at	NM_002934
206112_PM_at	NM_019644
206113_PM_s_at	NM_004162
206114_PM_at	NM_004438
206115_PM_at	NM_004430
206116_PM_s_at	NM_000366
206117_PM_at	NM_000366
206118_PM_at	NM_003151
206119_PM_at	NM_001713
206120_PM_at	NM_001772
206121_PM_at	NM_000036
206122_PM_at	NM_006942
206123_PM_at	D50550
206124_PM_s_at	NM_004140
206125_PM_s_at	NM_007196
206126_PM_at	NM_001716
206127_PM_at	NM_005230
206128_PM_at	AI264306
206129_PM_s_at	NM_000046
206130_PM_s_at	NM_001181
206131_PM_at	NM_001832
206132_PM_at	NM_002387
206133_PM_at	NM_017523
206134_PM_at	NM_014479
206135_PM_at	NM_014682
206136_PM_at	NM_003468
206137_PM_at	NM_014677
206138_PM_s_at	NM_002651
206139_PM_at	NM_002651
206140_PM_at	NM_004789
206141_PM_at	NM_014484
206142_PM_at	NM_003436
206143_PM_at	NM_000111
206144_PM_at	NM_004742
206145_PM_at	NM_000324
206146_PM_s_at	AF178841
206147_PM_x_at	NM_006089
206148_PM_at	NM_002183
206149_PM_at	NM_022097
206150_PM_at	NM_001242
206151_PM_x_at	NM_007352
206152_PM_at	NM_014770
206153_PM_at	NM_021187
206154_PM_at	NM_000326
206155_PM_at	NM_000392
206156_PM_at	NM_005268
206157_PM_at	NM_002852
206158_PM_s_at	NM_003418
206159_PM_at	NM_004962
206160_PM_at	NM_006789
206161_PM_s_at	AI659957
206162_PM_x_at	NM_003180
206163_PM_at	NM_005584
206164_PM_at	NM_006536
206165_PM_s_at	NM_006536
206166_PM_s_at	AF043977
206167_PM_s_at	NM_001174
206168_PM_at	NM_025013
206169_PM_x_at	NM_025013
206170_PM_at	NM_000024
206171_PM_at	NM_000677
206172_PM_at	NM_000640
206173_PM_x_at	NM_002041
206174_PM_s_at	NM_002721
206175_PM_x_at	NM_013360
206176_PM_at	NM_001718
206177_PM_s_at	NM_000045
206178_PM_at	NM_000929
206179_PM_s_at	NM_007030
206180_PM_x_at	NM_023931
206181_PM_at	NM_003037
206182_PM_at	NM_003435
206183_PM_s_at	NM_014606
206184_PM_at	NM_005207
206185_PM_at	NM_001887
206186_PM_at	NM_001932
206187_PM_at	NM_000960
206188_PM_at	NM_014789
206189_PM_at	NM_003728
206190_PM_at	NM_005291
206191_PM_at	NM_001248
206192_PM_at	L20815
206193_PM_s_at	NM_001264
206194_PM_at	AW299598
206195_PM_x_at	NM_022557
206196_PM_s_at	NM_006695
206197_PM_at	NM_003551
206198_PM_s_at	L31792
206199_PM_at	NM_006890
206200_PM_s_at	NM_001157
206201_PM_s_at	NM_005924
206202_PM_at	NM_005924
206203_PM_at	NM_002903
206204_PM_at	NM_004490
206205_PM_at	NM_022782
206206_PM_at	NM_005582
206207_PM_at	NM_001828
206208_PM_at	NM_000717
206209_PM_s_at	NM_000717
206210_PM_s_at	NM_000078
206211_PM_at	NM_000450
206212_PM_at	NM_001869
206213_PM_at	NM_003394
206214_PM_at	NM_005084
206215_PM_at	NM_002545
206216_PM_at	NM_014370
206217_PM_at	NM_001399
206218_PM_at	NM_002364
206219_PM_s_at	NM_005428
206220_PM_s_at	NM_007368
206221_PM_at	NM_007368
206222_PM_at	NM_003841
206223_PM_at	NM_014916
206224_PM_at	NM_001898
206225_PM_at	NM_014910
206226_PM_at	NM_000412
206227_PM_at	NM_003613
206228_PM_at	AW769732
206229_PM_x_at	NM_003988
206230_PM_at	NM_005568
206231_PM_at	NM_002248
206232_PM_s_at	NM_004775
206233_PM_at	AF097159
206234_PM_s_at	NM_016155
206235_PM_at	NM_002312
206236_PM_at	NM_005282
206237_PM_s_at	NM_013957
206238_PM_s_at	NM_005748
206239_PM_s_at	NM_003122
206240_PM_s_at	NM_003437
206241_PM_at	NM_002269
206242_PM_at	NM_003963
206243_PM_at	NM_003256
206244_PM_at	NM_000573
206245_PM_s_at	NM_006469
206246_PM_at	NM_004567
206247_PM_at	NM_005931
206248_PM_at	NM_005400
206249_PM_at	NM_004721
206250_PM_x_at	AI005066
206251_PM_s_at	NM_000706
206252_PM_s_at	AF030625
206253_PM_at	NM_001364
206254_PM_at	NM_001963
206255_PM_at	NM_001715
206256_PM_at	NM_001308
206257_PM_at	NM_015603
206258_PM_at	NM_013305
206259_PM_at	NM_000312
206260_PM_at	NM_003241
206261_PM_at	NM_005674
206262_PM_at	NM_000669
206263_PM_at	NM_002022
206264_PM_at	L11702
206265_PM_s_at	NM_001503
206266_PM_at	NM_001503
206267_PM_s_at	NM_002378
206268_PM_at	NM_020997
206269_PM_at	AB026493
206270_PM_at	NM_002739
206271_PM_at	NM_003265
206272_PM_at	NM_006542
206273_PM_at	NM_006553
206274_PM_s_at	NM_014675
206275_PM_s_at	NM_014632
206276_PM_at	NM_003695
206277_PM_at	NM_002564
206278_PM_at	D10202
206279_PM_at	NM_002760
206280_PM_at	NM_004934
206281_PM_at	NM_001117
206282_PM_at	NM_002500
206283_PM_s_at	NM_003189
206284_PM_x_at	NM_001834
206285_PM_at	NM_000272
206286_PM_s_at	NM_003212
206287_PM_s_at	NM_002218
206288_PM_at	NM_005023
206289_PM_at	NM_002141
206290_PM_s_at	NM_002924
206291_PM_at	NM_006183
206292_PM_s_at	NM_003167
206293_PM_at	U08024
206294_PM_at	NM_000198
206295_PM_at	NM_001562
206296_PM_x_at	NM_007181
206297_PM_at	NM_007272
206298_PM_at	NM_021226
206299_PM_at	NM_015686
206300_PM_s_at	NM_002820
206301_PM_at	NM_003215
206302_PM_s_at	NM_019094
206303_PM_s_at	AF191653
206304_PM_at	NM_004997
206305_PM_s_at	NM_000562
206306_PM_at	NM_001036
206307_PM_s_at	NM_004472
206308_PM_at	AJ223333
206309_PM_at	NM_007015
206310_PM_at	NM_021114
206311_PM_s_at	NM_000928
206312_PM_at	NM_004963
206313_PM_at	NM_002119
206314_PM_at	NM_018651
206315_PM_at	NM_004750
206316_PM_s_at	NM_014708
206317_PM_s_at	NM_007188
206318_PM_at	NM_020398
206319_PM_s_at	AF286368
206320_PM_s_at	NM_005905
206321_PM_at	NM_002918
206322_PM_at	NM_003490
206323_PM_x_at	NM_002547
206324_PM_s_at	NM_014326
206325_PM_at	NM_001756
206326_PM_at	NM_002091
206327_PM_s_at	NM_004933
206328_PM_at	NM_004933
206329_PM_at	NM_004455
206330_PM_s_at	NM_016848
206331_PM_at	NM_005795
206332_PM_s_at	NM_005531
206333_PM_at	NM_002442
206334_PM_at	NM_004190
206335_PM_at	NM_000512
206336_PM_at	NM_002993
206337_PM_at	NM_001838
206338_PM_at	NM_001420
206339_PM_at	NM_004291
206340_PM_at	NM_005123
206341_PM_at	NM_000417
206342_PM_x_at	NM_006123
206343_PM_s_at	NM_013959
206344_PM_at	U53784
206345_PM_s_at	NM_000446
206346_PM_at	NM_000949
206347_PM_at	NM_005391
206348_PM_s_at	NM_005391
206349_PM_at	NM_005097
206350_PM_at	NM_001639
206351_PM_s_at	NM_002617
206352_PM_s_at	AB013818
206353_PM_at	NM_005205
206354_PM_at	NM_019844
206355_PM_at	R20102
206356_PM_s_at	NM_002071
206357_PM_at	NM_025136
206358_PM_at	NM_002761
206359_PM_at	BG035761
206360_PM_s_at	NM_003955
206361_PM_at	NM_004778
206362_PM_x_at	NM_002446
206363_PM_at	NM_005360
206364_PM_at	NM_014875
206365_PM_at	NM_002995
206366_PM_x_at	U23772
206367_PM_at	NM_000537
206368_PM_at	NM_006650
206369_PM_s_at	AF327656
206370_PM_at	NM_002649
206371_PM_at	NM_000804
206372_PM_at	NM_002469
206373_PM_at	NM_003412
206374_PM_at	NM_004420
206375_PM_s_at	NM_006308
206376_PM_at	NM_018057
206377_PM_at	NM_001452
206378_PM_at	NM_002411
206379_PM_at	NM_001990
206380_PM_s_at	NM_002621
206381_PM_at	NM_021007
206382_PM_s_at	NM_001709
206383_PM_s_at	NM_012297
206384_PM_at	NM_006539
206385_PM_s_at	NM_020987
206386_PM_at	NM_000354
206387_PM_at	U51096
206388_PM_at	U36798
206389_PM_s_at	NM_000921
206390_PM_x_at	NM_002619
206391_PM_at	NM_002888
206392_PM_s_at	NM_002888
206393_PM_at	NM_003282
206394_PM_at	NM_004533
206395_PM_at	NM_001346
206396_PM_at	NM_004170
206397_PM_x_at	NM_001492
206398_PM_s_at	NM_001770
206399_PM_x_at	NM_023035
206400_PM_at	NM_002307
206401_PM_s_at	J03778
206402_PM_s_at	NM_003717
206403_PM_at	NM_014717
206404_PM_at	NM_002010
206405_PM_x_at	NM_004505
206406_PM_at	NM_030663
206407_PM_s_at	NM_005408
206408_PM_at	NM_015564
206409_PM_at	NM_003253
206410_PM_at	NM_021969
206411_PM_s_at	NM_007314
206412_PM_at	NM_005246
206413_PM_s_at	NM_004918
206414_PM_s_at	NM_003887
206415_PM_at	AI769310
206416_PM_at	NM_003456
206417_PM_at	NM_000087
206418_PM_at	NM_007052
206419_PM_at	NM_005060
206420_PM_at	NM_005849
206421_PM_s_at	NM_003784
206422_PM_at	NM_002054
206423_PM_at	NM_021146
206424_PM_at	NM_000783
206425_PM_s_at	NM_003305
206426_PM_at	NM_005511
206427_PM_s_at	U06654
206428_PM_s_at	NM_003442
206429_PM_at	NM_005242
206430_PM_at	NM_001804
206431_PM_x_at	NM_015043
206432_PM_at	NM_005328
206433_PM_s_at	BC000460
206434_PM_at	NM_016950
206435_PM_at	NM_001478
206436_PM_at	NM_001585
206437_PM_at	NM_003775
206438_PM_x_at	NM_024809
206439_PM_at	NM_004950
206440_PM_at	NM_004664
206441_PM_s_at	NM_017828
206442_PM_at	NM_003007
206443_PM_at	NM_006914
206444_PM_at	NM_000924
206445_PM_s_at	NM_001536
206446_PM_s_at	NM_001971
206447_PM_at	NM_001971
206448_PM_at	NM_014951
206449_PM_s_at	NM_001879
206450_PM_at	NM_000787
206451_PM_at	NM_018138
206452_PM_x_at	NM_021131
206453_PM_s_at	NM_016250
206454_PM_s_at	AA058836
206455_PM_s_at	NM_000539
206456_PM_at	NM_000810
206457_PM_s_at	NM_000792
206458_PM_s_at	NM_024494
206459_PM_s_at	AB045117
206460_PM_at	NM_018836
206461_PM_x_at	NM_005951
206462_PM_s_at	NM_002530
206463_PM_s_at	NM_005794
206464_PM_at	NM_001721
206465_PM_at	BE856376
206466_PM_at	AB014531
206467_PM_x_at	NM_003823
206468_PM_s_at	NM_015935
206469_PM_x_at	NM_012067
206470_PM_at	NM_005761
206471_PM_s_at	NM_005761
206472_PM_s_at	NM_005078
206473_PM_at	NM_015884
206474_PM_at	NM_002595
206475_PM_x_at	NM_022640
206476_PM_s_at	AI040329
206477_PM_s_at	NM_002516
206478_PM_at	NM_014792
206479_PM_at	NM_002420
206480_PM_at	NM_000897
206481_PM_s_at	NM_001290
206482_PM_at	NM_005975
206483_PM_at	NM_012472
206484_PM_s_at	NM_003399
206485_PM_at	NM_014207
206486_PM_at	NM_002286
206487_PM_at	NM_025154
206488_PM_s_at	NM_000072
206489_PM_s_at	NM_004746
206490_PM_at	NM_004746
206491_PM_s_at	NM_003827
206492_PM_at	NM_002012
206493_PM_at	NM_000419
206494_PM_s_at	NM_000419
206495_PM_s_at	NM_015517
206496_PM_at	NM_006894
206497_PM_at	NM_018224
206498_PM_at	NM_000275
206499_PM_s_at	NM_001269
206500_PM_s_at	NM_018353
206501_PM_x_at	NM_004956
206502_PM_s_at	NM_002196
206503_PM_x_at	NM_002675
206504_PM_at	NM_000782
206505_PM_at	NM_021139
206506_PM_s_at	NM_003599
206507_PM_at	NM_014724
206508_PM_at	NM_001252
206509_PM_at	NM_002652
206510_PM_at	AF332197
206511_PM_s_at	NM_016932
206512_PM_at	NM_005083
206513_PM_at	NM_004833
206514_PM_s_at	D12620
206515_PM_at	NM_000896
206516_PM_at	NM_000479
206517_PM_at	NM_004062
206518_PM_s_at	NM_003835
206519_PM_x_at	D86358
206520_PM_x_at	NM_001245
206521_PM_s_at	NM_015859
206522_PM_at	NM_004668
206523_PM_at	NM_004227
206524_PM_at	NM_003181
206525_PM_at	NM_002042
206526_PM_at	NM_015653
206527_PM_at	NM_000663
206528_PM_at	NM_004621
206529_PM_x_at	NM_000441
206530_PM_at	NM_014488
206531_PM_at	NM_004647
206532_PM_at	NM_003073
206533_PM_at	NM_000745
206534_PM_at	NM_000833
206535_PM_at	NM_000340
206536_PM_s_at	U32974
206537_PM_at	NM_001167
206538_PM_at	NM_012219
206539_PM_s_at	NM_023944
206540_PM_at	NM_024506
206541_PM_at	NM_000892
206542_PM_s_at	AV725365
206543_PM_at	NM_003070
206544_PM_x_at	NM_003070
206545_PM_at	NM_006139
206546_PM_at	NM_014258
206547_PM_s_at	NM_006240
206548_PM_at	NM_024880
206549_PM_at	NM_002195
206550_PM_s_at	NM_004298
206551_PM_x_at	NM_017644
206552_PM_s_at	NM_003182
206553_PM_at	NM_002535
206554_PM_x_at	NM_006515
206555_PM_s_at	NM_017736
206556_PM_at	NM_014410
206557_PM_at	NM_024924
206558_PM_at	NM_005069
206559_PM_x_at	NM_001403
206560_PM_s_at	NM_006533
206561_PM_s_at	NM_020299
206562_PM_s_at	NM_001892
206563_PM_s_at	AF348323
206564_PM_at	NM_000913
206565_PM_x_at	NM_006780
206566_PM_at	NM_003045
206567_PM_s_at	NM_016436
206568_PM_at	NM_003284
206569_PM_at	NM_006850
206570_PM_s_at	NM_002785
206571_PM_s_at	NM_004834
206572_PM_x_at	NM_003429
206573_PM_at	NM_004519
206574_PM_s_at	NM_007079
206575_PM_at	NM_003159
206576_PM_s_at	NM_001712
206577_PM_at	NM_003381
206578_PM_at	NM_004387
206579_PM_at	NM_006298
206580_PM_s_at	NM_016938
206581_PM_at	NM_001717
206582_PM_s_at	NM_005682
206583_PM_at	NM_017776
206584_PM_at	NM_015364
206585_PM_at	NM_005664
206586_PM_at	NM_001841
206587_PM_at	NM_006584
206588_PM_at	NM_001351
206589_PM_at	NM_005263
206590_PM_x_at	NM_000795
206591_PM_at	NM_000448
206592_PM_s_at	NM_003938
206593_PM_s_at	NM_006752
206594_PM_at	NM_015148
206595_PM_at	NM_001323
206596_PM_s_at	M81840
206597_PM_at	NM_006177
206598_PM_at	NM_000207
206599_PM_at	NM_004695
206600_PM_s_at	NM_004695
206601_PM_s_at	BC005124
206602_PM_s_at	NM_006898
206603_PM_at	NM_001042
206604_PM_at	NM_004561
206605_PM_at	NM_006025
206606_PM_at	NM_000236
206607_PM_at	NM_005188
206608_PM_s_at	NM_020366
206609_PM_at	NM_005462
206610_PM_s_at	NM_000128
206611_PM_at	NM_013310
206612_PM_at	NM_000727
206613_PM_s_at	NM_005681
206614_PM_at	NM_000557
206615_PM_s_at	NM_021723
206616_PM_s_at	AF155382
206617_PM_s_at	NM_002910
206618_PM_at	NM_003855
206619_PM_at	NM_014420
206620_PM_at	NM_006613
206621_PM_s_at	NM_022170
206622_PM_at	NM_007117
206623_PM_at	NM_000440
206624_PM_at	NM_004654
206625_PM_at	NM_000322
206626_PM_x_at	BC001003
206627_PM_s_at	NM_005635
206628_PM_at	NM_000343
206629_PM_at	NM_014694
206630_PM_at	NM_000372
206631_PM_at	NM_000956
206632_PM_s_at	NM_004900
206633_PM_at	NM_000079
206634_PM_at	NM_005413
206635_PM_at	NM_000748
206636_PM_at	NM_006506
206637_PM_at	NM_014879
206638_PM_at	NM_000867
206639_PM_x_at	NM_002159
206640_PM_x_at	NM_001477
206641_PM_at	NM_001192
206642_PM_at	NM_001942
206643_PM_at	NM_002108
206644_PM_at	NM_000475
206645_PM_s_at	NM_000475
206646_PM_at	NM_005269
206647_PM_at	NM_005332
206648_PM_at	NM_016536
206649_PM_s_at	NM_006521
206650_PM_at	NM_018134
206651_PM_s_at	NM_016413
206652_PM_at	NM_016384
206653_PM_at	BF062139
206654_PM_s_at	NM_006467
206655_PM_s_at	NM_000407
206656_PM_s_at	BC000353
206657_PM_s_at	NM_002478
206658_PM_at	NM_030570
206659_PM_at	NM_025024
206660_PM_at	NM_020070
206661_PM_at	NM_025104
206662_PM_at	NM_002064
206663_PM_at	NM_003112
206664_PM_at	NM_001041
206665_PM_s_at	NM_001191
206666_PM_at	NM_002104
206667_PM_s_at	AF005037
206668_PM_s_at	NM_004866
206669_PM_at	NM_013445
206670_PM_s_at	NM_013445
206671_PM_at	NM_000541
206672_PM_at	NM_000486
206673_PM_at	NM_007223
206674_PM_at	NM_004119
206675_PM_s_at	NM_005414
206676_PM_at	M33326
206677_PM_at	NM_002277
206678_PM_at	NM_000806
206679_PM_at	NM_001163
206680_PM_at	NM_005894
206681_PM_x_at	NM_001502
206682_PM_at	NM_006344
206683_PM_at	NM_003447
206684_PM_s_at	NM_006856
206685_PM_at	NM_018985
206686_PM_at	NM_002610
206687_PM_s_at	NM_002831
206688_PM_s_at	NM_006693
206689_PM_x_at	NM_006388
206690_PM_at	NM_001094
206691_PM_s_at	NM_006849
206692_PM_at	NM_002241
206693_PM_at	NM_000880
206694_PM_at	NM_006229
206695_PM_x_at	NM_003423
206696_PM_at	NM_000273
206697_PM_s_at	NM_005143
206698_PM_at	NM_021083
206699_PM_x_at	NM_002517
206700_PM_s_at	NM_004653
206701_PM_x_at	NM_003991
206702_PM_at	NM_000459
206703_PM_at	NM_000747
206704_PM_at	NM_000084
206705_PM_at	NM_003322
206706_PM_at	NM_002527
206707_PM_x_at	NM_015864
206708_PM_at	NM_002158
206709_PM_x_at	NM_005309
206710_PM_s_at	NM_012307
206711_PM_at	NM_004709
206712_PM_at	NM_024719
206713_PM_at	NM_014917
206714_PM_at	NM_001141
206715_PM_at	NM_012252
206716_PM_at	NM_003361
206717_PM_at	NM_002472
206718_PM_at	NM_002315
206719_PM_at	NM_012451
206720_PM_at	NM_002410
206721_PM_at	NM_021179
206722_PM_s_at	NM_004720
206723_PM_s_at	AF011466
206724_PM_at	NM_003655
206725_PM_x_at	NM_006128
206726_PM_at	NM_014485
206727_PM_at	K02766
206728_PM_at	NM_014693
206729_PM_at	NM_001243
206730_PM_at	NM_007325
206731_PM_at	NM_014927
206732_PM_at	NM_014926
206733_PM_at	NM_003323
206734_PM_at	NM_003772
206735_PM_at	NM_000744
206736_PM_x_at	L35901
206737_PM_at	NM_004626
206738_PM_at	NM_001646
206739_PM_at	NM_018953
206740_PM_x_at	NM_003176
206741_PM_at	NM_015931
206742_PM_at	NM_004469
206743_PM_s_at	NM_001671
206744_PM_s_at	NM_014242
206745_PM_at	NM_014212
206746_PM_at	NM_001195
206747_PM_at	NM_014696
206748_PM_s_at	NM_003971
206749_PM_at	NM_001764
206750_PM_at	NM_002360
206751_PM_s_at	NM_004845
206752_PM_s_at	NM_004402
206753_PM_at	AF086735
206754_PM_s_at	NM_000767
206755_PM_at	NM_000767
206756_PM_at	NM_019886
206757_PM_at	NM_001083
206758_PM_at	NM_001956
206759_PM_at	NM_002002
206760_PM_s_at	NM_002002
206761_PM_at	NM_005816
206762_PM_at	NM_002234
206763_PM_at	NM_003602
206764_PM_x_at	NM_023075
206765_PM_at	AF153820
206766_PM_at	AF112345
206767_PM_at	NM_014483
206768_PM_at	NM_005061
206769_PM_at	NM_004202
206770_PM_s_at	NM_012243
206771_PM_at	NM_006953
206772_PM_at	NM_005048
206773_PM_at	NM_002347
206774_PM_at	NM_014907
206775_PM_at	NM_001081
206776_PM_x_at	NM_001612
206777_PM_s_at	NM_000496
206778_PM_at	NM_000496
206779_PM_s_at	NM_004043
206780_PM_at	NM_000818
206781_PM_at	NM_005528
206782_PM_s_at	NM_005528
206783_PM_at	BF510715
206784_PM_at	NM_001169
206785_PM_s_at	NM_002260
206786_PM_at	NM_000200
206787_PM_at	NM_001726
206788_PM_s_at	AF294326
206789_PM_s_at	NM_002697
206790_PM_s_at	NM_004545
206791_PM_s_at	BF511742
206792_PM_x_at	NM_000923
206793_PM_at	NM_002686
206794_PM_at	NM_005235
206795_PM_at	NM_004101
206796_PM_at	NM_003882
206797_PM_at	NM_000015
206798_PM_x_at	NM_005106
206799_PM_at	NM_006551
206800_PM_at	NM_005957
206801_PM_at	NM_002521
206802_PM_at	NM_016734
206803_PM_at	NM_024411
206804_PM_at	NM_000073
206805_PM_at	NM_006080
206806_PM_at	NM_004717
206807_PM_s_at	NM_017482
206808_PM_at	NM_005758
206809_PM_s_at	NM_005758
206810_PM_at	NM_016264
206811_PM_at	NM_001115
206812_PM_at	NM_000025
206813_PM_at	NM_001330
206814_PM_at	NM_002506
206815_PM_at	NM_012436
206816_PM_s_at	NM_012436
206817_PM_x_at	NM_007185
206818_PM_s_at	NM_017649
206819_PM_at	NM_014549
206820_PM_at	AF015042
206821_PM_x_at	NM_006076
206822_PM_s_at	NM_015478
206823_PM_at	NM_015478
206824_PM_at	NM_016280
206825_PM_at	NM_000916
206826_PM_at	NM_002677
206827_PM_s_at	NM_014274
206828_PM_at	NM_003328
206829_PM_x_at	NM_025189
206830_PM_at	NM_022058
206831_PM_s_at	NM_001669
206832_PM_s_at	NM_004186
206833_PM_s_at	NM_001108
206834_PM_at	NM_000519
206835_PM_at	NM_003154
206836_PM_at	NM_001044
206837_PM_at	NM_006982
206838_PM_at	NM_005149
206839_PM_at	NM_015370
206840_PM_at	NM_001133
