ReporterName	ReporterDatabaseEntry
212632_PM_at	N32035
212633_PM_at	AL132776
212634_PM_at	AW298092
212635_PM_at	AW161626
212636_PM_at	AL031781
212637_PM_s_at	AU155187
212638_PM_s_at	BF131791
212639_PM_x_at	AL581768
212640_PM_at	AV712602
212641_PM_at	AL023584
212642_PM_s_at	AL023584
212643_PM_at	AI671747
212644_PM_s_at	AI671747
212645_PM_x_at	AL566299
212646_PM_at	D42043
212647_PM_at	NM_006270
212648_PM_at	AL079292
212649_PM_at	AL079292
212650_PM_at	BF116032
212651_PM_at	AB018283
212652_PM_s_at	AA524345
212653_PM_s_at	AB020710
212654_PM_at	AL566786
212655_PM_at	AB011151
212656_PM_at	AF110399
212657_PM_s_at	U65590
212658_PM_at	N66633
212659_PM_s_at	AW083357
212660_PM_at	AI735639
212661_PM_x_at	BE731738
212662_PM_at	BE615277
212663_PM_at	AB014574
212664_PM_at	AL567012
212665_PM_at	AL556438
212666_PM_at	AB046845
212667_PM_at	AL575922
212668_PM_at	AI654869
212669_PM_at	AI093569
212670_PM_at	AA479278
212671_PM_s_at	BG397856
212672_PM_at	U82828
212673_PM_at	D42084
212674_PM_s_at	AK002076
212675_PM_s_at	AB011154
212676_PM_at	AW293356
212677_PM_s_at	BG530481
212678_PM_at	AW054826
212679_PM_at	AK026529
212680_PM_x_at	BE305165
212681_PM_at	AI770004
212682_PM_s_at	AI081535
212683_PM_at	AL526243
212684_PM_at	AI752257
212685_PM_s_at	AI608789
212686_PM_at	AB032983
212687_PM_at	AL110164
212688_PM_at	BC003393
212689_PM_s_at	AA524505
212690_PM_at	AB018268
212691_PM_at	AW131863
212692_PM_s_at	W60686
212693_PM_at	BE670928
212694_PM_s_at	NM_000532
212695_PM_at	AB014558
212696_PM_s_at	BF968633
212697_PM_at	AL515874
212698_PM_s_at	BF966021
212699_PM_at	BE222801
212700_PM_x_at	AJ002220
212701_PM_at	AB002318
212702_PM_s_at	N45111
212703_PM_at	AV728958
212704_PM_at	AI049962
212705_PM_x_at	BF570210
212706_PM_at	AB011110
212707_PM_s_at	AI738591
212708_PM_at	AV721987
212709_PM_at	D83781
212710_PM_at	AL043774
212711_PM_at	AA019977
212712_PM_at	BE222901
212713_PM_at	R72286
212714_PM_at	AL050205
212715_PM_s_at	AB020626
212716_PM_s_at	AW083133
212717_PM_at	AB002354
212718_PM_at	BF797555
212719_PM_at	AB011178
212720_PM_at	AI670847
212721_PM_at	AI810380
212722_PM_s_at	AK021780
212723_PM_at	AK021780
212724_PM_at	BG054844
212725_PM_s_at	N37081
212726_PM_at	AB014562
212727_PM_at	AB033058
212728_PM_at	T62872
212729_PM_at	AI916274
212730_PM_at	AK026420
212731_PM_at	U79297
212732_PM_at	AI950273
212733_PM_at	AI798908
212734_PM_x_at	AI186735
212735_PM_at	BF448041
212736_PM_at	BE299456
212737_PM_at	AL513583
212738_PM_at	AV717623
212739_PM_s_at	AL523860
212740_PM_at	BF740111
212741_PM_at	AA923354
212742_PM_at	AL530462
212743_PM_at	AV694093
212744_PM_at	AI813772
212745_PM_s_at	AI813772
212746_PM_s_at	AA126789
212747_PM_at	AI990523
212748_PM_at	AB037859
212749_PM_s_at	AI096477
212750_PM_at	AB020630
212751_PM_at	BG290646
212752_PM_at	AA176798
212753_PM_at	AI692203
212754_PM_s_at	AI760249
212755_PM_at	BG548738
212756_PM_s_at	AI761518
212757_PM_s_at	BF111268
212758_PM_s_at	AI373166
212759_PM_s_at	AI703074
212760_PM_at	AB002347
212761_PM_at	AI949687
212762_PM_s_at	AI375916
212763_PM_at	AW593213
212764_PM_at	AI806174
212765_PM_at	AB029001
212766_PM_s_at	AW294587
212767_PM_at	BC004409
212768_PM_s_at	AL390736
212769_PM_at	AI567426
212770_PM_at	AW873621
212771_PM_at	AU150943
212772_PM_s_at	AL162060
212773_PM_s_at	BG165094
212774_PM_at	AJ223321
212775_PM_at	AI978623
212776_PM_s_at	AI978623
212777_PM_at	L13857
212778_PM_at	AL583340
212779_PM_at	AB029032
212780_PM_at	AA700167
212781_PM_at	AK026954
212782_PM_x_at	BG335629
212783_PM_at	AI538172
212784_PM_at	AB002304
212785_PM_s_at	AA160181
212786_PM_at	AA731693
212787_PM_at	AI952986
212788_PM_x_at	BG537190
212789_PM_at	AI796581
212790_PM_x_at	BF942308
212791_PM_at	AL042729
212792_PM_at	AB020684
212793_PM_at	BF513244
212794_PM_s_at	AK001728
212795_PM_at	AL137753
212796_PM_s_at	BF195608
212797_PM_at	BE742268
212798_PM_s_at	AK001389
212799_PM_at	BE217875
212800_PM_at	AI740832
212801_PM_at	AI861788
212802_PM_s_at	AK023841
212803_PM_at	BF337329
212804_PM_s_at	AI797397
212805_PM_at	AB002365
212806_PM_at	AL138349
212807_PM_s_at	BF447105
212808_PM_at	AI884627
212809_PM_at	AA152202
212810_PM_s_at	W72527
212811_PM_x_at	AI889380
212812_PM_at	AI700633
212813_PM_at	AA149644
212814_PM_at	AB020635
212815_PM_at	AA156961
212816_PM_s_at	BE613178
212817_PM_at	AK023253
212818_PM_s_at	AF055024
212819_PM_at	AF055024
212820_PM_at	AB020663
212821_PM_at	AU147160
212822_PM_at	AA121502
212823_PM_s_at	AI738980
212824_PM_at	U69127
212825_PM_at	AI357401
212826_PM_s_at	AI961224
212827_PM_at	X17115
212828_PM_at	AA191573
212829_PM_at	BE878277
212830_PM_at	W68084
212831_PM_at	BF110421
212832_PM_s_at	AI143124
212833_PM_at	M74089
212834_PM_at	BE963238
212835_PM_at	AA777641
212836_PM_at	D26018
212837_PM_at	D63877
212838_PM_at	AB023227
212839_PM_s_at	AK024044
212840_PM_at	BG339560
212841_PM_s_at	AI692180
212842_PM_x_at	AL043571
212843_PM_at	AA126505
212844_PM_at	AI400490
212845_PM_at	AB028976
212846_PM_at	AA811192
212847_PM_at	AL036840
212848_PM_s_at	BG036668
212849_PM_at	AA745954
212850_PM_s_at	AA584297
212851_PM_at	AA194584
212852_PM_s_at	AL538601
212853_PM_at	AA779297
212854_PM_x_at	AB051480
212855_PM_at	D87466
212856_PM_at	AB018310
212857_PM_x_at	BG231551
212858_PM_at	AL520675
212859_PM_x_at	BF217861
212860_PM_at	BG168720
212861_PM_at	BF690150
212862_PM_at	AL568982
212863_PM_x_at	BF337195
212864_PM_at	Y16521
212865_PM_s_at	BF449063
212866_PM_at	AI081543
212867_PM_at	AI040324
212868_PM_x_at	NM_003668
212869_PM_x_at	AI721229
212870_PM_at	AI628605
212871_PM_at	NM_003668
212872_PM_s_at	AK023092
212873_PM_at	BE349017
212874_PM_at	AI358867
212875_PM_s_at	AP001745
212876_PM_at	BF223021
212877_PM_at	AA284075
212878_PM_s_at	AA284075
212879_PM_x_at	NM_015897
212880_PM_at	AB011113
212881_PM_at	AK022481
212882_PM_at	AB018338
212883_PM_at	AI358867
212884_PM_x_at	AI358867
212885_PM_at	AL545921
212886_PM_at	AL080169
212887_PM_at	AI753659
212888_PM_at	BG109746
212889_PM_x_at	BF303939
212890_PM_at	BF663461
212891_PM_s_at	BF972185
212892_PM_at	AW130128
212893_PM_at	AL080063
212894_PM_at	NM_003171
212895_PM_s_at	AL527773
212896_PM_at	D29641
212897_PM_at	AI738802
212898_PM_at	AB007866
212899_PM_at	AB028951
212900_PM_at	AJ131244
212901_PM_s_at	BF732638
212902_PM_at	BE645231
212904_PM_at	AB033011
212905_PM_at	AI872408
212906_PM_at	BE044440
212907_PM_at	AI972416
212908_PM_at	AK022530
212909_PM_at	AL567376
212910_PM_at	W19873
212911_PM_at	AB023179
212912_PM_at	AI992251
212913_PM_at	BE674960
212914_PM_at	AV648364
212915_PM_at	AL569804
212916_PM_at	AW249934
212917_PM_x_at	AI814728
212918_PM_at	AI962943
212919_PM_at	AV715578
212920_PM_at	AV682285
212921_PM_at	AF070592
212922_PM_s_at	AI809870
212923_PM_s_at	AK024828
212924_PM_s_at	N37057
212925_PM_at	AA143765
212926_PM_at	AW183677
212927_PM_at	AB011166
212928_PM_at	AL050331
212929_PM_s_at	W68158
212930_PM_at	AW576457
212931_PM_at	AB006630
212932_PM_at	AK022494
212933_PM_x_at	AA961748
212934_PM_at	AI245523
212935_PM_at	AB002360
212936_PM_at	AI927701
212937_PM_s_at	M20776
212938_PM_at	M20776
212939_PM_at	M20776
212940_PM_at	BE350145
212942_PM_s_at	AB033025
212943_PM_at	AB011100
212944_PM_at	AK024896
212945_PM_s_at	BE502432
212946_PM_at	AK025432
212947_PM_at	AL031685
212948_PM_at	AB020716
212949_PM_at	D38553
212950_PM_at	BF941499
212951_PM_at	N95226
212952_PM_at	AA910371
212953_PM_x_at	BE251303
212954_PM_at	AF263541
212955_PM_s_at	AL037557
212956_PM_at	AI348094
212957_PM_s_at	AU154785
212958_PM_x_at	AI022882
212959_PM_s_at	AK001821
212960_PM_at	BE646554
212961_PM_x_at	L43578
212962_PM_at	AK023573
212963_PM_at	BF968960
212964_PM_at	AI912206
212965_PM_at	BE465318
212966_PM_at	AL043112
212967_PM_x_at	AW148801
212968_PM_at	BF940276
212969_PM_x_at	BE222618
212970_PM_at	AI694303
212971_PM_at	AI769685
212972_PM_x_at	AL080130
212973_PM_at	AI692341
212974_PM_at	AI808958
212975_PM_at	AB020677
212976_PM_at	R41498
212977_PM_at	AI817041
212978_PM_at	AU146004
212979_PM_s_at	AW293343
212980_PM_at	AL050376
212981_PM_s_at	BF030508
212982_PM_at	AI621223
212983_PM_at	NM_005343
212984_PM_at	BE786164
212985_PM_at	BF115739
212986_PM_s_at	BF112255
212987_PM_at	AL031178
212988_PM_x_at	AL515810
212989_PM_at	AI377497
212990_PM_at	AB020717
212991_PM_at	AL137520
212992_PM_at	AI935123
212993_PM_at	AA114166
212994_PM_at	BE543527
212995_PM_x_at	BG255188
212996_PM_s_at	AI803485
212997_PM_s_at	AU151689
212998_PM_x_at	AI583173
212999_PM_x_at	AW276186
213000_PM_at	AP000693
213001_PM_at	AF007150
213002_PM_at	AA770596
213003_PM_s_at	BF061054
213004_PM_at	AI074333
213005_PM_s_at	D79994
213006_PM_at	AV655640
213007_PM_at	W74442
213008_PM_at	BG403615
213009_PM_s_at	AK022701
213010_PM_at	AI088622
213011_PM_s_at	BF116254
213012_PM_at	D42055
213013_PM_at	BG164295
213014_PM_at	BG222394
213015_PM_at	BF448315
213016_PM_at	AA573805
213017_PM_at	AL534702
213018_PM_at	AI337901
213019_PM_at	AI123233
213020_PM_at	AI814252
213021_PM_at	AI741876
213022_PM_s_at	NM_007124
213023_PM_at	NM_007124
213024_PM_at	BF593908
213025_PM_at	AL134904
213026_PM_at	BE965998
213027_PM_at	AU146655
213028_PM_at	AI887378
213029_PM_at	BG478428
213030_PM_s_at	AI688418
213031_PM_s_at	AF161382
213032_PM_at	AI186739
213033_PM_s_at	AI186739
213034_PM_at	AB023216
213035_PM_at	AI081194
213036_PM_x_at	Y15724
213037_PM_x_at	AJ132258
213038_PM_at	AL031602
213039_PM_at	AB011093
213040_PM_s_at	AL008583
213041_PM_s_at	BE798517
213042_PM_s_at	AA877910
213043_PM_s_at	AI023317
213044_PM_at	N22548
213045_PM_at	AB011133
213046_PM_at	AI130920
213047_PM_x_at	AI278616
213048_PM_s_at	W26593
213049_PM_at	BG436400
213050_PM_at	AA594937
213051_PM_at	AI133727
213052_PM_at	BF246917
213053_PM_at	AW189966
213054_PM_at	AA845355
213055_PM_at	BF693956
213056_PM_at	AU145019
213057_PM_at	AW118608
213058_PM_at	AL033538
213059_PM_at	AF055009
213060_PM_s_at	U58515
213061_PM_s_at	AA643304
213062_PM_at	AA643304
213063_PM_at	BF970253
213064_PM_at	N64802
213065_PM_at	AB011118
213066_PM_at	AB002373
213067_PM_at	AI382123
213068_PM_at	AI146848
213069_PM_at	AI148659
213070_PM_at	AV682436
213071_PM_at	AL049798
213072_PM_at	AI928387
213073_PM_at	AB002319
213074_PM_at	BG545769
213075_PM_at	AL050002
213076_PM_at	D38169
213077_PM_at	AL049305
213078_PM_x_at	AI889513
213079_PM_at	AA223871
213080_PM_x_at	BF214492
213081_PM_at	AL523144
213082_PM_s_at	AJ005866
213083_PM_at	AJ005866
213084_PM_x_at	BF125158
213085_PM_s_at	AB020676
213086_PM_s_at	BF341845
213087_PM_s_at	BF690020
213088_PM_s_at	BE551340
213089_PM_at	AU158490
213090_PM_s_at	AI744029
213091_PM_at	AB014516
213092_PM_x_at	AW241779
213093_PM_at	AI471375
213094_PM_at	AL033377
213095_PM_x_at	AF299327
213096_PM_at	T51252
213097_PM_s_at	AI338837
213098_PM_at	AI567462
213099_PM_at	AB018302
213100_PM_at	AA127885
213101_PM_s_at	Z78330
213102_PM_at	Z78330
213103_PM_at	AA128023
213104_PM_at	AI799802
213105_PM_s_at	AI799802
213106_PM_at	AI769688
213107_PM_at	R59093
213108_PM_at	AW131813
213109_PM_at	N25621
213110_PM_s_at	AW052179
213111_PM_at	AB023198
213112_PM_s_at	N30649
213113_PM_s_at	AI630178
213114_PM_at	AI818736
213115_PM_at	AL031177
213116_PM_at	AI191920
213117_PM_at	AW138594
213118_PM_at	AL136821
213119_PM_at	AW058600
213120_PM_at	AA405798
213121_PM_at	W67744
213122_PM_at	AI096375
213123_PM_at	BE222709
213124_PM_at	BG538800
213125_PM_at	AW007573
213126_PM_at	BG230758
213127_PM_s_at	BG230758
213128_PM_s_at	AA527499
213129_PM_s_at	AI970157
213130_PM_at	AB032967
213131_PM_at	R38389
213132_PM_s_at	AL022237
213133_PM_s_at	AW237404
213134_PM_x_at	AI765445
213135_PM_at	U90902
213136_PM_at	AI828880
213137_PM_s_at	AI828880
213138_PM_at	M62324
213139_PM_at	AI572079
213140_PM_s_at	AB014593
213141_PM_at	AJ272212
213142_PM_x_at	AV700415
213143_PM_at	BE856707
213144_PM_at	AI074611
213145_PM_at	BF001666
213146_PM_at	AA521267
213147_PM_at	AI375919
213148_PM_at	AW156899
213149_PM_at	AW299740
213150_PM_at	BF792917
213151_PM_s_at	AU157515
213152_PM_s_at	AI343248
213153_PM_at	AB028999
213154_PM_s_at	AI934125
213155_PM_at	AB011095
213156_PM_at	BG251521
213157_PM_s_at	BF115148
213158_PM_at	AA045174
213159_PM_at	AB018348
213160_PM_at	D86964
213161_PM_at	AI583393
213162_PM_at	AI640861
213164_PM_at	AI867198
213165_PM_at	AI041204
213166_PM_x_at	BG332462
213167_PM_s_at	BF982927
213168_PM_at	AU145005
213169_PM_at	BG109855
213170_PM_at	AA406605
213171_PM_s_at	AL121753
213172_PM_at	AW235608
213173_PM_at	AI815033
213174_PM_at	BE675549
213175_PM_s_at	AL049650
213176_PM_s_at	AI910869
213177_PM_at	AB028989
213178_PM_s_at	AB028989
213179_PM_at	BG289914
213180_PM_s_at	BE895285
213181_PM_s_at	AL583528
213182_PM_x_at	R78668
213183_PM_s_at	N95363
213184_PM_at	N48361
213185_PM_at	AI758896
213186_PM_at	BG502305
213187_PM_x_at	BG538564
213188_PM_s_at	AI823896
213189_PM_at	BE966695
213190_PM_at	R61519
213191_PM_at	AF070530
213192_PM_at	AL031447
213193_PM_x_at	AL559122
213194_PM_at	BF059159
213195_PM_at	AI625844
213196_PM_at	AI924293
213197_PM_at	AB006627
213198_PM_at	AL117643
213199_PM_at	AL080220
213200_PM_at	U93305
213201_PM_s_at	AJ011712
213202_PM_at	N30342
213203_PM_at	AI633709
213204_PM_at	AB014608
213205_PM_s_at	AU159543
213206_PM_at	AW149492
213207_PM_s_at	AW149492
213208_PM_at	AI801951
213209_PM_at	BF058726
213210_PM_at	AI005317
213211_PM_s_at	AI005317
213212_PM_x_at	AI632181
213213_PM_at	AL035669
213214_PM_x_at	AW190090
213215_PM_at	AI910895
213216_PM_at	AL537463
213217_PM_at	AU149572
213218_PM_at	AV705032
213219_PM_at	AB028983
213220_PM_at	AV706096
213221_PM_s_at	AB018324
213222_PM_at	AL049593
213223_PM_at	AK025866
213224_PM_s_at	AK025724
213225_PM_at	AJ271832
213226_PM_at	AI346350
213227_PM_at	BE879873
213228_PM_at	AK023913
213229_PM_at	BF590131
213230_PM_at	AI422335
213231_PM_at	L19267
213232_PM_at	AB040900
213233_PM_s_at	AA460694
213234_PM_at	AB040900
213235_PM_at	BE504197
213236_PM_at	AK025495
213237_PM_at	AI652058
213238_PM_at	AI478147
213239_PM_at	NM_006346
213240_PM_s_at	X07695
213241_PM_at	AF035307
213242_PM_x_at	AB006622
213243_PM_at	AI052003
213244_PM_at	AI207792
213245_PM_at	AL120173
213246_PM_at	AI346504
213247_PM_at	AA716107
213248_PM_at	AL577024
213249_PM_at	AU145127
213250_PM_at	BE966372
213251_PM_at	AV712064
213252_PM_at	AI739005
213253_PM_at	AU154486
213254_PM_at	N64803
213256_PM_at	AW593996
213257_PM_at	AJ290445
213258_PM_at	BF511231
213259_PM_s_at	AI937297
213260_PM_at	AU145890
213261_PM_at	AA035414
213262_PM_at	AI932370
213263_PM_s_at	AW025150
213264_PM_at	AW025150
213265_PM_at	AI570199
213266_PM_at	BF592982
213267_PM_at	AL162056
213268_PM_at	Z98884
213269_PM_at	N21541
213270_PM_at	AW450911
213271_PM_s_at	AB029040
213272_PM_s_at	AF070596
213273_PM_at	BF112171
213274_PM_s_at	AA020826
213275_PM_x_at	W47179
213276_PM_at	T15766
213277_PM_at	AI344045
213278_PM_at	AW014788
213279_PM_at	AL050217
213280_PM_at	AK000478
213281_PM_at	BE327172
213282_PM_at	BE501952
213283_PM_s_at	BG285616
213284_PM_at	BG482928
213285_PM_at	AV691491
213286_PM_at	BF445199
213287_PM_s_at	X14487
213288_PM_at	AI761250
213289_PM_at	BE221922
213290_PM_at	AL531750
213291_PM_s_at	AA160522
213292_PM_s_at	AA908770
213293_PM_s_at	AA083478
213294_PM_at	AV755522
213295_PM_at	AA555096
213296_PM_at	BF339133
213297_PM_at	AW131783
213298_PM_at	X12492
213299_PM_at	AW027070
213300_PM_at	AW168132
213301_PM_x_at	AL538264
213302_PM_at	AL044326
213303_PM_x_at	AF097916
213304_PM_at	AI823592
213305_PM_s_at	L42375
213306_PM_at	AA917899
213307_PM_at	AF131790
213308_PM_at	BF435773
213309_PM_at	AL117515
213310_PM_at	AI613483
213311_PM_s_at	BF000251
213312_PM_at	NM_020425
213313_PM_at	AI922519
213314_PM_at	NM_020425
213315_PM_x_at	L43577
213316_PM_at	AL050154
213317_PM_at	AL049313
213318_PM_s_at	BG028844
213319_PM_s_at	AW170359
213320_PM_at	AL551971
213321_PM_at	AL531533
213322_PM_at	AL031778
213323_PM_s_at	BE855831
213324_PM_at	AK024281
213325_PM_at	AA129716
213326_PM_at	AU150319
213327_PM_s_at	AI820101
213328_PM_at	AI936517
213329_PM_at	AA742261
213330_PM_s_at	BE886580
213331_PM_s_at	AV700007
213332_PM_at	AL031290
213333_PM_at	AL520774
213334_PM_x_at	BE676218
213335_PM_s_at	AK001922
213336_PM_at	AI826454
213337_PM_s_at	AA877218
213338_PM_at	BF062629
213339_PM_at	AB007964
213340_PM_s_at	AI073551
213341_PM_at	AI862658
213342_PM_at	AI745185
213343_PM_s_at	AL041124
213344_PM_s_at	H51429
213345_PM_at	AI624015
213346_PM_at	BE748563
213347_PM_x_at	AW132023
213348_PM_at	N33167
213349_PM_at	AI934469
213350_PM_at	BF680255
213351_PM_s_at	AB018322
213352_PM_at	AB018322
213353_PM_at	BF693921
213354_PM_s_at	AI935343
213355_PM_at	AI989567
213356_PM_x_at	AL568186
213357_PM_at	AV701318
213358_PM_at	AB018345
213359_PM_at	W74620
213360_PM_s_at	AA514622
213361_PM_at	AW129593
213362_PM_at	N73931
213363_PM_at	AW170549
213364_PM_s_at	AI052536
213365_PM_at	N64622
213366_PM_x_at	AV711183
213367_PM_at	AF035281
213368_PM_x_at	BE501428
213369_PM_at	AI825832
213370_PM_s_at	BF057298
213371_PM_at	AI803302
213372_PM_at	AW173157
213373_PM_s_at	BF439983
213374_PM_x_at	AW000964
213375_PM_s_at	N80918
213376_PM_at	AI656706
213377_PM_x_at	AI799007
213378_PM_s_at	AI983033
213379_PM_at	AF091086
213380_PM_x_at	AA911235
213381_PM_at	N91149
213382_PM_at	AL137798
213383_PM_at	AW593269
213384_PM_x_at	Z37544
213385_PM_at	AK026415
213386_PM_at	AV726900
213387_PM_at	AB033066
213388_PM_at	H15535
213389_PM_at	BF508616
213390_PM_at	AB028987
213391_PM_at	AI669947
213392_PM_at	AW070229
213393_PM_at	AI767210
213394_PM_at	AI674759
213395_PM_at	AL022327
213396_PM_s_at	AA456929
213397_PM_x_at	AI761728
213398_PM_s_at	AI347090
213399_PM_x_at	AI560720
213400_PM_s_at	AV753028
213401_PM_s_at	AA724134
213402_PM_at	AA029811
213403_PM_at	BF223370
213404_PM_s_at	BF033683
213405_PM_at	N95443
213406_PM_at	AA521269
213407_PM_at	AB023148
213408_PM_s_at	AK024034
213409_PM_s_at	BF593727
213410_PM_at	AL050102
213411_PM_at	AW242701
213412_PM_at	NM_014428
213413_PM_at	BG434174
213414_PM_s_at	BE259729
213415_PM_at	AI768628
213416_PM_at	BG532690
213417_PM_at	AW173045
213418_PM_at	NM_002155
213419_PM_at	U62325
213420_PM_at	AA100250
213421_PM_x_at	AW007273
213422_PM_s_at	AW888223
213423_PM_x_at	AI884858
213424_PM_at	AB020702
213425_PM_at	AI968085
213426_PM_s_at	AA150110
213427_PM_at	NM_006638
213428_PM_s_at	AA292373
213429_PM_at	AW025579
213430_PM_at	BF224071
213431_PM_x_at	AB011114
213432_PM_at	AI697108
213433_PM_at	AF038193
213434_PM_at	H95263
213435_PM_at	AB028957
213436_PM_at	U73304
213437_PM_at	AA861784
213438_PM_at	AA995925
213439_PM_x_at	AI197870
213440_PM_at	AL530264
213441_PM_x_at	AI745526
213442_PM_x_at	AI745526
213443_PM_at	N36774
213444_PM_at	AB011115
213445_PM_at	D63484
213446_PM_s_at	AI679073
213447_PM_at	AI672541
213448_PM_at	AI693193
213449_PM_at	D31765
213450_PM_s_at	AI659611
213451_PM_x_at	BE044614
213452_PM_at	AI811577
213453_PM_x_at	BF689355
213454_PM_at	AL578583
213455_PM_at	W87466
213456_PM_at	AI927000
213457_PM_at	BF739959
213458_PM_at	AB023191
213459_PM_at	AU155515
213460_PM_x_at	N29665
213461_PM_at	AI800983
213462_PM_at	AW000928
213463_PM_s_at	AW300504
213464_PM_at	AV705938
213465_PM_s_at	BF718769
213466_PM_at	BE965869
213467_PM_at	BF511718
213468_PM_at	AI918117
213469_PM_at	AV705244
213470_PM_s_at	BF983406
213471_PM_at	AB014573
213472_PM_at	AI022387
213473_PM_at	AL042733
213474_PM_at	AI890903
213475_PM_s_at	AC002310
213476_PM_x_at	AL565749
213477_PM_x_at	AL515273
213478_PM_at	AB028949
213479_PM_at	U26662
213480_PM_at	AF052100
213481_PM_at	N92920
213482_PM_at	BF593175
213483_PM_at	AK025679
213484_PM_at	AI097640
213485_PM_s_at	AK000002
213486_PM_at	BF435376
213487_PM_at	AI762811
213488_PM_at	N73970
213489_PM_at	BE671156
213490_PM_s_at	AI762811
213491_PM_x_at	AL514285
213492_PM_at	X06268
213493_PM_at	BF509657
213494_PM_s_at	AA748649
213495_PM_s_at	AW166067
213496_PM_at	AW592563
213497_PM_at	AL050374
213498_PM_at	BG328407
213499_PM_at	NM_004366
213500_PM_at	AI307760
213501_PM_at	T62985
213502_PM_x_at	AA398569
213503_PM_x_at	BE908217
213504_PM_at	W63732
213505_PM_s_at	BG252853
213506_PM_at	BE965369
213507_PM_s_at	BG249565
213508_PM_at	AA142942
213509_PM_x_at	AW157619
213510_PM_x_at	AW194543
213511_PM_s_at	AI167164
213512_PM_at	BF109941
213513_PM_x_at	BG034239
213514_PM_s_at	AU158818
213515_PM_x_at	AI133353
213516_PM_at	AF126008
213517_PM_at	AW103422
213518_PM_at	AI689429
213519_PM_s_at	AI078169
213520_PM_at	NM_004260
213521_PM_at	AW575379
213522_PM_s_at	AA527578
213523_PM_at	AI671049
213524_PM_s_at	NM_015714
213525_PM_at	AC002310
213526_PM_s_at	BF215644
213527_PM_s_at	AI095896
213528_PM_at	AL035369
213529_PM_at	AI350500
213530_PM_at	AI040009
213531_PM_s_at	AI040009
213532_PM_at	AI797833
213533_PM_at	M98528
213534_PM_s_at	D50925
213535_PM_s_at	AA910614
213536_PM_s_at	AA910614
213537_PM_at	AI128225
213538_PM_at	AI936458
213539_PM_at	NM_000732
213540_PM_at	AL031228
213541_PM_s_at	AI351043
213542_PM_at	AI246730
213543_PM_at	AA570453
213544_PM_at	AI186701
213545_PM_x_at	BE962615
213546_PM_at	AL050378
213547_PM_at	AB014567
213548_PM_s_at	BG257762
213549_PM_at	AI890972
213550_PM_s_at	AA993683
213551_PM_x_at	AI744229
213552_PM_at	W87398
213553_PM_x_at	W79394
213554_PM_s_at	AI928407
213555_PM_at	AL049699
213556_PM_at	BE673445
213557_PM_at	AW305119
213558_PM_at	AB011131
213559_PM_s_at	BF223401
213560_PM_at	AV658684
213561_PM_at	BF062335
213562_PM_s_at	BF979497
213563_PM_s_at	AA016035
213564_PM_x_at	BE042354
213565_PM_s_at	AI193899
213566_PM_at	NM_005615
213567_PM_at	BF431965
213568_PM_at	AI811298
213569_PM_at	AV705485
213570_PM_at	BF516289
213571_PM_s_at	BF516289
213572_PM_s_at	AI554300
213573_PM_at	AA861608
213574_PM_s_at	AA861608
213575_PM_at	AA831170
213577_PM_at	AA639705
213578_PM_at	AI678679
213579_PM_s_at	AI459462
213580_PM_at	AA521272
213581_PM_at	BF446180
213582_PM_at	BF439472
213583_PM_x_at	BE964125
213584_PM_s_at	AI432137
213585_PM_s_at	AA764988
213586_PM_at	AI401296
213587_PM_s_at	AI884867
213588_PM_x_at	AA838274
213589_PM_s_at	AW468201
213590_PM_at	AA705628
213591_PM_at	AU149534
213592_PM_at	X89271
213593_PM_s_at	AW978896
213594_PM_x_at	AU130523
213595_PM_s_at	AA127643
213596_PM_at	AL050391
213597_PM_s_at	BF002474
213598_PM_at	W87688
213599_PM_at	BE045993
213600_PM_at	AA425633
213601_PM_at	AB011537
213602_PM_s_at	AA401885
213603_PM_s_at	BE138888
213604_PM_at	AW451236
213605_PM_s_at	AL049987
213606_PM_s_at	AI571798
213607_PM_x_at	BE551347
213608_PM_s_at	AI220627
213609_PM_s_at	AB023144
213610_PM_s_at	BE326381
213611_PM_at	BF726531
213612_PM_x_at	AI800419
213613_PM_s_at	BE551347
213614_PM_x_at	BE786672
213615_PM_at	AA773554
213616_PM_at	BF063896
213617_PM_s_at	BF063896
213618_PM_at	AB011152
213619_PM_at	AV753392
213620_PM_s_at	AA126728
213621_PM_s_at	AW182892
213622_PM_at	AI733465
213623_PM_at	NM_007054
213624_PM_at	AA873600
213625_PM_at	AW190088
213626_PM_at	AL049442
213627_PM_at	AI924630
213628_PM_at	AA883493
213629_PM_x_at	BF246115
213630_PM_at	AB002361
213631_PM_x_at	BE789211
213632_PM_at	M94065
213633_PM_at	NM_018957
213634_PM_s_at	AL031588
213635_PM_s_at	AI761858
213636_PM_at	AB028968
213637_PM_at	BE503392
213638_PM_at	AW054711
213639_PM_s_at	AI871396
213640_PM_s_at	BE503425
213641_PM_at	AB011129
213642_PM_at	BE312027
213643_PM_s_at	AK022846
213644_PM_at	AI979276
213645_PM_at	AF305057
213646_PM_x_at	BE300252
213647_PM_at	D42046
213648_PM_at	AW614427
213649_PM_at	AA524053
213650_PM_at	AW006438
213651_PM_at	AI935720
213652_PM_at	AU152579
213653_PM_at	AW069290
213654_PM_at	R60550
213655_PM_at	AA502643
213656_PM_s_at	BF593594
213657_PM_s_at	BE858194
213658_PM_at	BE858194
213659_PM_at	AA209420
213660_PM_s_at	AA581879
213661_PM_at	AI671186
213662_PM_at	AI740515
213663_PM_s_at	AI740515
213664_PM_at	AW235061
213665_PM_at	AI989477
